this_publ,title
https://dblp.org/rec/conf/popl/BarbutiCGL92,Modeling Prolog Control.
https://dblp.org/rec/conf/popl/Barker09,Wild control operators.
https://dblp.org/rec/conf/popl/BarringerKP86,A Really Abstract Concurrent Model and its Temporal Logic.
https://dblp.org/rec/conf/popl/BarrVLS13,Automatic detection of floating-point exceptions.
https://dblp.org/rec/conf/popl/Barth77,An Interprocedural Data Flow Analysis Algorithm.
https://dblp.org/rec/conf/popl/BartheCKL03,Pure patterns type systems.
https://dblp.org/rec/conf/popl/BartheFGSSB14,Probabilistic relational verification for cryptographic implementations.
https://dblp.org/rec/conf/popl/BartheGAHRS15,Higher-Order Approximate Relational Refinement Types for Mechanism Design and Differential Privacy.
https://dblp.org/rec/conf/popl/BartheGB09,Formal certification of code-based cryptographic proofs.
https://dblp.org/rec/conf/popl/BartheGHS17,Coupling proofs are probabilistic product programs.
https://dblp.org/rec/conf/popl/BartheKOB12,Probabilistic relational reasoning for differential privacy.
https://dblp.org/rec/conf/popl/BarthouCC98,Maximal Static Expansion.
https://dblp.org/rec/conf/popl/BastaniAA15,Specification Inference Using Context-Free Language Reachability.
https://dblp.org/rec/conf/popl/BasuBO12,Deciding choreography realizability.
https://dblp.org/rec/conf/popl/BatesH93,Incremental Program Testing Using Program Dependence Graphs.
https://dblp.org/rec/conf/popl/BatesL92,Recognizing Substrings of LR(k) Languages in Linear Time.
https://dblp.org/rec/conf/popl/Batory07,From implementation to theory in product synthesis.
https://dblp.org/rec/conf/popl/BattyDG13,Library abstraction for C/C++ concurrency.
https://dblp.org/rec/conf/popl/BattyDW16,Overhauling SC atomics in C11 and OpenCL.
https://dblp.org/rec/conf/popl/BattyMOSS12,Clarifying and compiling C/C++ concurrency: from C++11 to POWER.
https://dblp.org/rec/conf/popl/BattyOSSW11,Mathematizing C++ concurrency.
https://dblp.org/rec/conf/popl/Baudinet89,Temporal Logic Programming is Complete and Expressive.
https://dblp.org/rec/conf/popl/Bawden00,First-Class Macros have Types.
https://dblp.org/rec/conf/popl/BaxterB89,The Program Dependence Graph and Vectorization.
https://dblp.org/rec/conf/popl/Beech73,On the Definitional Method of Standard PL/1.
https://dblp.org/rec/conf/popl/Ben-AmramG13,On the linear ranking problem for integer linear-constraint loops.
https://dblp.org/rec/conf/popl/Ben-AriMP81,The Temporal Logic of Branching Time.
https://dblp.org/rec/conf/popl/BenderskyP11,Space overhead bounds for dynamic memory management with partial compaction.
https://dblp.org/rec/conf/popl/Benton04,Simple relational correctness proofs for static analyses and program transformations.
https://dblp.org/rec/conf/popl/Benton0N14,Abstract effects and proof-relevant logical relations.
https://dblp.org/rec/conf/popl/BenzakenCNS13,Static and dynamic semantics of NoSQL languages.
https://dblp.org/rec/conf/popl/BerdineCCDO07,Variance analyses from invariance analyses.
https://dblp.org/rec/conf/popl/BernsteinJR87,Scheduling Arithmetic and Load Operations in Parallel with No Spilling.
https://dblp.org/rec/conf/popl/BernsteinPR85,Optimal Scheduling of Arithmetic Operations in Parallel with Memory Accesses.
https://dblp.org/rec/conf/popl/BerryB90,The Chemical Abstract Machine.
https://dblp.org/rec/conf/popl/BerryL77,Minimal and Optimal Computations of Recursive Programs.
https://dblp.org/rec/conf/popl/BerryMT92,A Semantics for ML Concurrency Primitives.
https://dblp.org/rec/conf/popl/BerryRS93,Communicating Reactive Processes.
https://dblp.org/rec/conf/popl/BeyeneCPR14,A constraint-based approach to solving games on infinite graphs.
https://dblp.org/rec/conf/popl/BhargavanCMG01,What packets may come: automata for network monitoring.
https://dblp.org/rec/conf/popl/BhargavanFG04,A semantics for web services authentication.
https://dblp.org/rec/conf/popl/BhargavanFG10,Modular verification of security protocol code by typing.
https://dblp.org/rec/conf/popl/BhaskaracharyaB16,SMO: an integrated approach to intra-array and inter-array storage optimization.
https://dblp.org/rec/conf/popl/BhatAVG12,A type theory for probability density functions.
https://dblp.org/rec/conf/popl/Birkedal14,Modular reasoning about concurrent higher-order imperative programs.
https://dblp.org/rec/conf/popl/BirkedalRSSTY11,Step-indexed kripke models over recursive worlds.
https://dblp.org/rec/conf/popl/BirkedalTR04,Local reasoning about a copying garbage collector.
https://dblp.org/rec/conf/popl/BirkedalTV96,From Region Inference to von Neumann Machines via Region Representation Inference.
https://dblp.org/rec/conf/popl/BishopFNSSW06,Engineering with logic: HOL specification and symbolic-evaluation testing for TCP implementations.
https://dblp.org/rec/conf/popl/Biswas95,Higher-Order Functors with Transparent Signatures.
https://dblp.org/rec/conf/popl/Biswas97,A Demand-Driven Set-Based Analysis.
https://dblp.org/rec/conf/popl/BlackO12,"Presentation of the SIGPLAN distinguished achievement award to Sir Charles Antony Richard Hoare, FRS, FREng, FBCS; and interview."
https://dblp.org/rec/conf/popl/Blanchet98,"Escape Analysis: Correctness Proof, Implementation and Experimental Results."
https://dblp.org/rec/conf/popl/BlellochH13,Cache and I/O efficent functional algorithms.
https://dblp.org/rec/conf/popl/Bloom94,CHOCOLATE: Calculi of Higher Order COmmunication and LAmbda TErms.
https://dblp.org/rec/conf/popl/Bloom95,Structured Operational Semantics as a Specification Language.
https://dblp.org/rec/conf/popl/BloomIM88,Bisimulation Can't Be Traced.
https://dblp.org/rec/conf/popl/BocchinoHHAAWS11,Safe nondeterminism in a deterministic-by-default parallel language.
https://dblp.org/rec/conf/popl/BodikA98,Path-Sensitive Value-Flow Analysis.
https://dblp.org/rec/conf/popl/BodikCGKTBR10,Programming with angelic nondeterminism.
https://dblp.org/rec/conf/popl/BodinCFGMNSS14,A trusted mechanised JavaScript specification.
https://dblp.org/rec/conf/popl/Boehm02,Bounding space usage of conservative garbage collectors.
https://dblp.org/rec/conf/popl/Boehm03,"Destructors, finalizers, and synchronization."
https://dblp.org/rec/conf/popl/Boehm04,The space cost of lazy reference counting.
https://dblp.org/rec/conf/popl/Boehm82,A Logic for Expressions with Side-Effects.
https://dblp.org/rec/conf/popl/BoerGMP94,Proving Concurrent Constraint Programs Correct.
https://dblp.org/rec/conf/popl/BogdanasR15,K-Java: A Complete Semantics of Java.
https://dblp.org/rec/conf/popl/BohannonFPPS08,Boomerang: resourceful lenses for string data.
https://dblp.org/rec/conf/popl/BojanczykBKL12,Towards nominal computation.
https://dblp.org/rec/conf/popl/BokerHR14,Battery transition systems.
https://dblp.org/rec/conf/popl/BonarS83,Uncovering Principles of Novice Programming.
https://dblp.org/rec/conf/popl/BonchiP13,Checking NFA equivalence with bisimulations up to congruence.
https://dblp.org/rec/conf/popl/BonchiSZ15,Full Abstraction for Signal Flow Graphs.
https://dblp.org/rec/conf/popl/BorgstromGORSS16,Fabular: regression formulas as probabilistic programming.
https://dblp.org/rec/conf/popl/BornatCOP05,Permission accounting in separation logic.
https://dblp.org/rec/conf/popl/BornholtTGC16,Optimizing synthesis with metasketches.
https://dblp.org/rec/conf/popl/BorningI82,A Type Declaration and Inference System for Smalltalk.
https://dblp.org/rec/conf/popl/BosschereDGK94,Call Forwarding: A Simple Interprocedural Optimization Technique for Dynamically Typed Languages.
https://dblp.org/rec/conf/popl/BossiB93,Differential Logic Programming.
https://dblp.org/rec/conf/popl/BotincanB13,Sigma*: symbolic learning of input-output specifications.
https://dblp.org/rec/conf/popl/BotincanDJ12,Resource-sensitive synchronization inference by abduction.
https://dblp.org/rec/conf/popl/BouajjaniE12,Analysis of recursively parallel programs.
https://dblp.org/rec/conf/popl/BouajjaniEEH15,Tractable Refinement Checking for Concurrent Objects.
https://dblp.org/rec/conf/popl/BouajjaniEGH17,On verifying causal consistency.
https://dblp.org/rec/conf/popl/BouajjaniEH14,Verifying eventual consistency of optimistic replication systems.
https://dblp.org/rec/conf/popl/BouajjaniEH95,Verifying Infinite State Processes with Sequential and Parallel Composition.
https://dblp.org/rec/conf/popl/BouajjaniET03,A generic approach to the static analysis of concurrent programs with procedures.
https://dblp.org/rec/conf/popl/Boudol97,The Pi-calculus in Direct Style.
https://dblp.org/rec/conf/popl/BoudolP09,Relaxed memory models: an operational approach.
https://dblp.org/rec/conf/popl/BougeF88,A Compositional Approach to Superimposition.
https://dblp.org/rec/conf/popl/BourdoncleM97,Type-Checking Higher-Order Polymorphic Multi-Methods.
https://dblp.org/rec/conf/popl/BoyapatiLS03,Ownership types for object encapsulation.
https://dblp.org/rec/conf/popl/BoyerMS76,Primitive Recursive Program Transformations.
https://dblp.org/rec/conf/popl/BoylandG94,Composing Tree Attributions.
https://dblp.org/rec/conf/popl/BoylandR05,Connecting effects and uniqueness with adoption.
https://dblp.org/rec/conf/popl/BrittonDGHH76,Procedure Referencing Environments in SL5.
https://dblp.org/rec/conf/popl/BrobergS10,Paralocks: role-based information flow control and beyond.
https://dblp.org/rec/conf/popl/BronsonKO09,Feedback-directed barrier optimization in a strongly isolated STM.
https://dblp.org/rec/conf/popl/BrookesD95,"Sequential Algorithms, Deterministic Parallelism, and Intensional Expressiveness."
https://dblp.org/rec/conf/popl/BrookesOR14,The essence of Reynolds.
https://dblp.org/rec/conf/popl/BrotherstonBC08,Cyclic proofs of program termination in separation logic.
https://dblp.org/rec/conf/popl/BrotherstonC09,Classical BI: a logic for reasoning about dualising resources.
https://dblp.org/rec/conf/popl/BrotherstonGKR16,Model checking for symbolic-heap separation logic with inductive predicates.
https://dblp.org/rec/conf/popl/BrotherstonV14,Parametric completeness for separation theories.
https://dblp.org/rec/conf/popl/BrownP15,Self-Representation in Girard's System U.
https://dblp.org/rec/conf/popl/BrownP16,Breaking through the normalization barrier: a self-interpreter for f-omega.
https://dblp.org/rec/conf/popl/BrownP17,Typed self-evaluation via intensional type functions.
https://dblp.org/rec/conf/popl/Bruce93,Safe Type Checking in a Statically-Typed Object-Oriented Programming Language.
https://dblp.org/rec/conf/popl/BruceM92,"PER Models of Subtyping, Recursive Types and Higher-Order Polymorphism."
https://dblp.org/rec/conf/popl/BrunelDHLM09,A foundation for flow-based program matching: using temporal logic and model checking.
https://dblp.org/rec/conf/popl/BruniMM05,Theoretical foundations for compensations in flow composition languages.
https://dblp.org/rec/conf/popl/BrutschyD0V17,"Serializability for eventual consistency: criterion, analysis, and applications."
https://dblp.org/rec/conf/popl/BuddDLS80,Theoretical and Emperical Studies on Using Program Mutation to Test the Functional Correctness of Programs.
https://dblp.org/rec/conf/popl/BugliesiC01,Secure safe ambients.
https://dblp.org/rec/conf/popl/BugliesiG07,Secure implementations of typed channel abstractions.
https://dblp.org/rec/conf/popl/Buneman15,Databases and Programming: Two Subjects Divided by a Common Language?
https://dblp.org/rec/conf/popl/BurckhardtGYZ14,"Replicated data types: specification, verification, optimality."
https://dblp.org/rec/conf/popl/Burn90,A Relationship Between Abstract Interpretation and Projection Analysis.
https://dblp.org/rec/conf/popl/CaiGO16,System f-omega with equirecursive types for datatype-generic programming.
https://dblp.org/rec/conf/popl/CaiP87,Binding Performance at Language Design Time.
https://dblp.org/rec/conf/popl/CaiP91,"""Look Ma, No Hashing, And No Arrays Neither""."
https://dblp.org/rec/conf/popl/CairesS13,The type discipline of behavioral separation.
https://dblp.org/rec/conf/popl/Calcagno01,Stratified operational semantics for safety and correctness of the region calculus.
https://dblp.org/rec/conf/popl/CalcagnoDOY09,Compositional shape analysis by means of bi-abduction.
https://dblp.org/rec/conf/popl/CalcagnoGZ05,Context logic and tree update.
https://dblp.org/rec/conf/popl/CalcagnoGZ07,Context logic as modal logic: completeness and parametric inexpressivity.
https://dblp.org/rec/conf/popl/CalderG94,Reducing Indirect Function call Overhead in C++ Programs.
https://dblp.org/rec/conf/popl/CarboneM13,Deadlock-freedom-by-design: multiparty asynchronous global programming.
https://dblp.org/rec/conf/popl/Cardelli88,Structural Subtyping and the Notion of Power Type.
https://dblp.org/rec/conf/popl/Cardelli95,A Language with Distributed Scope.
https://dblp.org/rec/conf/popl/Cardelli97,"Program Fragments, Linking, and Modularization."
https://dblp.org/rec/conf/popl/CardelliDJKN89,The Modula-3 Type System.
https://dblp.org/rec/conf/popl/CardelliG00,"Anytime, Anywhere: Modal Logics for Mobile Ambients."
https://dblp.org/rec/conf/popl/CardelliG99,Types for Mobile Ambients.
https://dblp.org/rec/conf/popl/CardelliTTV16,Symbolic computation of differential equivalences.
https://dblp.org/rec/conf/popl/CaromelHS04,Asynchronous and deterministic objects.
https://dblp.org/rec/conf/popl/CarrieroGL86,Distributed Data Structures in Linda.
https://dblp.org/rec/conf/popl/CarrollR88,Incremental Data Flow Analysis via Dominator and Attribute Updates.
https://dblp.org/rec/conf/popl/CarterFH97,Determining the Idle Time of a Tiling.
https://dblp.org/rec/conf/popl/CarterFT03,Folklore confirmed: reducible flow graphs are exponentially larger.
https://dblp.org/rec/conf/popl/Cartwright81,Formal Program Testing.
https://dblp.org/rec/conf/popl/Cartwright85,Types as Intervals.
https://dblp.org/rec/conf/popl/CartwrightF92,Observable Sequentiality and Full Abstraction.
https://dblp.org/rec/conf/popl/CartwrightHM81,Paths: An Abstract Alternative to Pointers.
https://dblp.org/rec/conf/popl/CartwrightM79,First Order Programming Logic.
https://dblp.org/rec/conf/popl/CartwrightO78,Unrestricted Procedure Calls in Hoare's Logic.
https://dblp.org/rec/conf/popl/CasanovaB79,The Logic of a Relational Data Manipulation Language.
https://dblp.org/rec/conf/popl/CasinghinoSW14,Combining proofs and programs in a dependently typed language.
https://dblp.org/rec/conf/popl/CaspiPHP87,Lustre: A Declarative Language for Programming Synchronous Systems.
https://dblp.org/rec/conf/popl/Castagna0XA15,Polymorphic Functions with Set-Theoretic Types: Part 2: Local Type Inference and Type Reconstruction.
https://dblp.org/rec/conf/popl/Castagna0XILP14,"Polymorphic functions with set-theoretic types: part 1: syntax, semantics, and evaluation."
https://dblp.org/rec/conf/popl/CastagnaGP08,A theory of contracts for web services.
https://dblp.org/rec/conf/popl/CastagnaP94,Decidable Bounded Quantification.
https://dblp.org/rec/conf/popl/CastagnaP95,Corrigendum: Decidable Bounded Quantification.
https://dblp.org/rec/conf/popl/CaveFPP14,Fair reactive programming.
https://dblp.org/rec/conf/popl/CaveP12,Programming with binders and indexed data-types.
https://dblp.org/rec/conf/popl/CernyHR13,Quantitative abstraction refinement.
https://dblp.org/rec/conf/popl/Chakaravarthy03,New results on the computability and complexity of points - to analysis.
https://dblp.org/rec/conf/popl/ChakiRR02,Types as models: model checking message-passing programs.
https://dblp.org/rec/conf/popl/ChakravartyKJM05,Associated types with class.
https://dblp.org/rec/conf/popl/ChambersHV00,A Debate on Language and Tool Support for Design Patterns.
https://dblp.org/rec/conf/popl/Chandra73,On the Decision Problems of Program Schemas with Commutative and Invertable Functions.
https://dblp.org/rec/conf/popl/Chandra81,Programming Primitives for Database Languages.
https://dblp.org/rec/conf/popl/ChangF14,Profiling for laziness.
https://dblp.org/rec/conf/popl/ChangKG17,Type systems as macros.
https://dblp.org/rec/conf/popl/ChangR08,Relational inductive shape analysis.
https://dblp.org/rec/conf/popl/CharatonikPT00,Paths vs. Trees in Set-Based Program Analysis.
https://dblp.org/rec/conf/popl/Chase87,An Improvement to Bottom-up Tree Pattern Matching.
https://dblp.org/rec/conf/popl/ChatterjeeFNH16,Algorithmic analysis of qualitative and quantitative termination problems for affine probabilistic programs.
https://dblp.org/rec/conf/popl/ChatterjeeGIP16,Algorithms for algebraic path properties in concurrent systems of constant treewidth components.
https://dblp.org/rec/conf/popl/ChatterjeeGST93,Automatic Array Alignment in Data-Parallel Programs.
https://dblp.org/rec/conf/popl/ChatterjeeIPG15,Faster Algorithms for Algebraic Path Properties in Recursive State Machines with Constant Treewidth.
https://dblp.org/rec/conf/popl/ChatterjeeNZ17,Stochastic invariants for probabilistic termination.
https://dblp.org/rec/conf/popl/ChatterjeePV15,Quantitative Interprocedural Analysis.
https://dblp.org/rec/conf/popl/ChatterjeeRL99,Relevant Context Inference.
https://dblp.org/rec/conf/popl/Chaudhuri08,Subcubic algorithms for recursive state machines.
https://dblp.org/rec/conf/popl/ChaudhuriCS14,Bridging boolean and quantitative synthesis using smoothed proof search.
https://dblp.org/rec/conf/popl/ChaudhuriFK14,Consistency analysis of decision-making programs.
https://dblp.org/rec/conf/popl/ChaudhuriGL10,Continuity analysis of programs.
https://dblp.org/rec/conf/popl/Chen03,Coercive subtyping for the calculus of constructions.
https://dblp.org/rec/conf/popl/Chen07,A typed intermediate language for compiling multiple inheritance.
https://dblp.org/rec/conf/popl/Chen86,A Parallel Language and its Compilation to Multiprocessor Machines or VLSI.
https://dblp.org/rec/conf/popl/ChenH97,Rolling Your Own MADT - A Connection Between Linear Types and Monads.
https://dblp.org/rec/conf/popl/ChenLK06,Compiler-directed channel allocation for saving power in on-chip networks.
https://dblp.org/rec/conf/popl/ChenT05,A simple typed intermediate language for object-oriented languages.
https://dblp.org/rec/conf/popl/CheritonW87,Extensions for Multi-Module Records in Conventional Programming Languages.
https://dblp.org/rec/conf/popl/CherniavskyK77,A Complete and Consistent Hoare Semantics for a Simple Programming Language.
https://dblp.org/rec/conf/popl/ChiangBBSGR17,Rigorous floating-point mixed-precision tuning.
https://dblp.org/rec/conf/popl/ChinDNQ08,Enhancing modular OO verification with separation logic.
https://dblp.org/rec/conf/popl/Chlipala10,A verified compiler for an impure functional language.
https://dblp.org/rec/conf/popl/Chlipala15,Ur/Web: A Simple Model for Programming the Web.
https://dblp.org/rec/conf/popl/Chlipala15a,From Network Interface to Multithreaded Web Applications: A Case Study in Modular Program Verification.
https://dblp.org/rec/conf/popl/ChoiAYT11,Static analysis of multi-staged programs via unstaging translation.
https://dblp.org/rec/conf/popl/ChoiBC93,Efficient Flow-Sensitive Interprocedural Computation of Pointer-Induced Aliases and Side Effects.
https://dblp.org/rec/conf/popl/ChoiCF91,Automatic Construction of Sparse Data Flow Evaluation Graphs.
https://dblp.org/rec/conf/popl/ChongDK14,A sound and complete abstraction for reasoning about parallel prefix sums.
https://dblp.org/rec/conf/popl/ChowH92,Compile-Time Analysis of Parallel Programs that Share Memory.
https://dblp.org/rec/conf/popl/ChughRJ12,Nested refinements: a logic for duck typing.
https://dblp.org/rec/conf/popl/ChungMES00,Reducing Sweep Time for a Nearly Empty Heap.
https://dblp.org/rec/conf/popl/CicekBG0H17,Relational cost analysis.
https://dblp.org/rec/conf/popl/CiminiS16,The gradualizer: a methodology and algorithm for generating gradual type systems.
https://dblp.org/rec/conf/popl/CiminiS17,Automatically generating the dynamic semantics of gradually typed languages.
https://dblp.org/rec/conf/popl/Clarke77,"Programming Language Constructs for Which it is Impossible to Obtain ""Good"" Hoare-Like Axiom Systems."
https://dblp.org/rec/conf/popl/Clarke79,Synthesis of Resource Invariants for Concurrent Programs.
https://dblp.org/rec/conf/popl/ClarkeES83,Automatic Verification of Finite State Concurrent Systems Using Temporal Logic Specifications: A Practical Approach.
https://dblp.org/rec/conf/popl/ClarkeGH82,On Effective Axiomatizations of Hoare Logics.
https://dblp.org/rec/conf/popl/ClarkeGL92,Model Checking and Abstraction.
https://dblp.org/rec/conf/popl/CleavelandY94,An Operational Framework for Value-Passing Processes.
https://dblp.org/rec/conf/popl/Clergerie93,Layer Sharing: An Improved Structure-Sharing Framework.
https://dblp.org/rec/conf/popl/ClingerR91,Macros That Work.
https://dblp.org/rec/conf/popl/CobbeF05,Environmental acquisition revisited.
https://dblp.org/rec/conf/popl/CochranDLMV15,Program Boosting: Program Synthesis via Crowd-Sourcing.
https://dblp.org/rec/conf/popl/CodishDG93,Compositional Analysis of Modular Logic Programs.
https://dblp.org/rec/conf/popl/Cohen75,A Semantic Model for Parallel Systems with Scheduling.
https://dblp.org/rec/conf/popl/Cohen79,Characterization and Elimination of Redundancy in Recursive Programs.
https://dblp.org/rec/conf/popl/CohenDEPPP06,N-synchronous Kahn networks: a relaxed model of synchrony for real-time systems.
https://dblp.org/rec/conf/popl/CohenH79,Automatic Generation of Near-Optimal Translators for Noncircular Attribute Grammars.
https://dblp.org/rec/conf/popl/ColbyL96,Trace-Based Program Analysis.
https://dblp.org/rec/conf/popl/ColcombetF00,Enforcing Trace Properties by Program Transformation.
https://dblp.org/rec/conf/popl/CollbergT99,Software Watermarking: Models and Dynamic Embeddings.
https://dblp.org/rec/conf/popl/CollbergTL98,"Manufacturing Cheap, Resilient, and Stealthy Opaque Constructs."
https://dblp.org/rec/conf/popl/ConditHLQ09,Unifying type checking and property checking for low-level code.
https://dblp.org/rec/conf/popl/Condry81,"Paging as a ""Language Processing"" Task."
https://dblp.org/rec/conf/popl/ConselD91,Static and Dynamic Semantics Processing.
https://dblp.org/rec/conf/popl/ConselD93,Tutorial Notes on Partial Evaluation.
https://dblp.org/rec/conf/popl/ConselN96,A General Approach for Run-Time Specialization and its Application to C.
https://dblp.org/rec/conf/popl/ConstableJ79,A PL/CV Precis.
https://dblp.org/rec/conf/popl/CookGPRV07,Proving that programs eventually do something good.
https://dblp.org/rec/conf/popl/CookHC90,Inheritance Is Not Subtyping.
https://dblp.org/rec/conf/popl/CookK11,Making prophecies with decision predicates.
https://dblp.org/rec/conf/popl/CookO75,An Assertion Language for Data Structures.
https://dblp.org/rec/conf/popl/Cooper82,On the Expressive Power of Query Languages for Relational Databases.
https://dblp.org/rec/conf/popl/Cooper85,Analyzing Aliases of Reference Formal Parameters.
https://dblp.org/rec/conf/popl/CooperK89,Fast Interprocedural Alias Analysis.
https://dblp.org/rec/conf/popl/CortesiCH94,Combinations of Abstract Domains for Logic Programming.
https://dblp.org/rec/conf/popl/Cosmo92,Type Isomorphisms in a Type-Assignment Framework.
https://dblp.org/rec/conf/popl/CoughlinC14,Fissile type analysis: modular checking of almost everywhere invariants.
https://dblp.org/rec/conf/popl/Cousot97,Types as Abstract Interpretations.
https://dblp.org/rec/conf/popl/CousotC00,Temporal Abstract Interpretation.
https://dblp.org/rec/conf/popl/CousotC02,Systematic design of program transformation frameworks by abstract interpretation.
https://dblp.org/rec/conf/popl/CousotC04,An abstract interpretation-based framework for software watermarking.
https://dblp.org/rec/conf/popl/CousotC12,An abstract interpretation framework for termination.
https://dblp.org/rec/conf/popl/CousotC14,A Galois connection calculus for abstract interpretation.
https://dblp.org/rec/conf/popl/CousotC77,Abstract Interpretation: A Unified Lattice Model for Static Analysis of Programs by Construction or Approximation of Fixpoints.
https://dblp.org/rec/conf/popl/CousotC79,Systematic Design of Program Analysis Frameworks.
https://dblp.org/rec/conf/popl/CousotC92,"Inductive Definitions, Semantics and Abstract Interpretation."
https://dblp.org/rec/conf/popl/CousotCL11,A parametric segmentation functor for fully automatic and scalable array content analysis.
https://dblp.org/rec/conf/popl/CousotH78,Automatic Discovery of Linear Restraints Among Variables of a Program.
https://dblp.org/rec/conf/popl/Coutant86,Retargetable High-Level Alias Analysis.
https://dblp.org/rec/conf/popl/CrankF91,Parameter-Passing and the Lambda Calculus.
https://dblp.org/rec/conf/popl/Crary03,Toward a foundational typed assembly language.
https://dblp.org/rec/conf/popl/Crary17,"Modules, abstraction, and parametric polymorphism."
https://dblp.org/rec/conf/popl/CraryS15,A Calculus for Relaxed Memory.
https://dblp.org/rec/conf/popl/CraryW00,Resource Bound Certification.
https://dblp.org/rec/conf/popl/CraryWM99,Typed Memory Management in a Calculus of Capabilities.
https://dblp.org/rec/conf/popl/CretinR12,On the power of coercion abstraction.
https://dblp.org/rec/conf/popl/Critcher79,The Functional Power of Parameter Passage Mechanisms.
https://dblp.org/rec/conf/popl/Critcher82,On the Ability of Structures to Store and Access Information.
https://dblp.org/rec/conf/popl/Culik78,Almost Control-Free (Indeterministic) Parallel Computation on Permit Schemes.
https://dblp.org/rec/conf/popl/CunyS83,Compilation of Data-Driven Programs for Synchronous Execution.
https://dblp.org/rec/conf/popl/CurienFM16,A theory of effects and resources: adjunction models and polarised calculi.
https://dblp.org/rec/conf/popl/CytronFRWZ89,An Efficient Method of Computing Static Single Assignment Form.
https://dblp.org/rec/conf/popl/CytronLZ86,Code Motion of Control Structures in High-Level Languages.
https://dblp.org/rec/conf/popl/Dal-ZilioLM04,A logic you can count on.
https://dblp.org/rec/conf/popl/Dam06,Decidability and proof systems for language-based noninterference relations.
https://dblp.org/rec/conf/popl/DamasM82,Principal Type-Schemes for Functional Programs.
https://dblp.org/rec/conf/popl/Danielsson08,Lightweight semiformal time complexity analysis for purely functional data structures.
https://dblp.org/rec/conf/popl/DanielssonHJG06,Fast and loose reasoning is morally correct.
https://dblp.org/rec/conf/popl/DannerR06,Adventures in time and space.
https://dblp.org/rec/conf/popl/Dantas06,Harmless advice.
https://dblp.org/rec/conf/popl/DAntoniV14,Minimization of symbolic automata.
https://dblp.org/rec/conf/popl/DAntoniV17,Monadic second-order logic on finite sequences.
https://dblp.org/rec/conf/popl/Danvy96,Type-Directed Partial Evaluation.
https://dblp.org/rec/conf/popl/DarulovaK14,Sound compilation of reals.
https://dblp.org/rec/conf/popl/DavidsonF82,Eliminating Redundant Object Code.
https://dblp.org/rec/conf/popl/DaviesP96,A Modal Analysis of Staged Computation.
https://dblp.org/rec/conf/popl/DawsonRRSSSW95,Unification Factoring for Efficient Execution of Logic Programs.
https://dblp.org/rec/conf/popl/Debray88,Efficient Dataflow Analysis of Logic Programs.
https://dblp.org/rec/conf/popl/DebrayMW98,Alias Analysis of Executable Code.
https://dblp.org/rec/conf/popl/DeFouwGC98,Fast Interprocedural Class Analysis.
https://dblp.org/rec/conf/popl/DelawareOS13,Meta-theory à la carte.
https://dblp.org/rec/conf/popl/DelawarePGC15,Fiat: Deductive Synthesis of Abstract Data Types in a Proof Assistant.
https://dblp.org/rec/conf/popl/DemangeLZJPV13,Plan B: a buffered memory model for Java.
https://dblp.org/rec/conf/popl/Demers77,Generalized Left Corner Parsing.
https://dblp.org/rec/conf/popl/DemersD80,"Data Types, Parameters, and Type Checking."
https://dblp.org/rec/conf/popl/DemersD80a,"""Type-Completeness"" as a Language Design Principle."
https://dblp.org/rec/conf/popl/DemersD83,Making Variables Abstract: An Equational Theory for Russell.
https://dblp.org/rec/conf/popl/DemersDS78,"Data Types as Values: Polymorphism, Type-Checking, Encapsulation."
https://dblp.org/rec/conf/popl/DemersRT81,Incremental Evaluation for Attribute Grammars with Application to Syntax-Directed Editors.
https://dblp.org/rec/conf/popl/DemersWHBBS90,Combining Generational and Conservative Garbage Collection: Framework and Implementations.
https://dblp.org/rec/conf/popl/DeMilloLP77,Social Processes and Proofs of Theorems and Programs.
https://dblp.org/rec/conf/popl/DenielouY11,Dynamic multirole session types.
https://dblp.org/rec/conf/popl/DershowitzK89,"Rewrite, Rewrite, Rewrite, Rewrite, Rewrite."
https://dblp.org/rec/conf/popl/DershowitzM77,The Evolution of Programs: A System for Automatic Program Modification.
https://dblp.org/rec/conf/popl/Deutsch90,On Determining Lifetime and Aliasing of Dynamically Allocated Data in Higher-Order Functional Specifications.
https://dblp.org/rec/conf/popl/Deutsch97,On the Complexity of Escape Analysis.
https://dblp.org/rec/conf/popl/DeutschS84,Efficient Implementation of the Smalltalk-80 System.
https://dblp.org/rec/conf/popl/DevriesePP16,Fully-abstract compilation by approximate back-translation.
https://dblp.org/rec/conf/popl/DhamdhereK93,Complexity of Bidirectional Data Flow Analysis.
https://dblp.org/rec/conf/popl/DiasR10,Automatically generating instruction selectors using declarative machine descriptions.
https://dblp.org/rec/conf/popl/DilligDA11,Precise reasoning for programs using containers.
https://dblp.org/rec/conf/popl/DimoulasFFF11,Correct blame for contracts: no more scapegoating.
https://dblp.org/rec/conf/popl/Dinsdale-YoungBGPY13,Views: compositional reasoning for concurrent programs.
https://dblp.org/rec/conf/popl/DissegnaLR14,Tracing compilation by abstract interpretation.
https://dblp.org/rec/conf/popl/DiwanTM94,Memory Subsystem Performance of Programs Using Copying Garbage Collection.
https://dblp.org/rec/conf/popl/DoddsHK15,"A Scalable, Correct Time-Stamped Stack."
https://dblp.org/rec/conf/popl/DoddsJP11,Modular reasoning for deterministic parallelism.
